Site,Lat,Lon,Conc,model,vna_ozone,evna_ozone,avna_ozone,ds_ozone,ROW,COL,Period
10690004,31.190657000000087,-85.42311699999982,44.559670781893004,47.08792841563783,43.606085281419205,44.37430186755042,44.370755269747455,44.147334567901254,69.0,305.0,Annual
10690004,31.19065700000008,-85.42311700000019,45.149171270718234,48.56711510497236,43.941477874814304,44.80484682539272,44.82997993233621,44.45245966850827,69.0,305.0,Apr - Sep
10690004,31.190656999999995,-85.42311700000002,64.7,59.72494730000001,62.679947614037815,61.66614054221126,61.56609710129051,61.87961,69.0,305.0,top - 10
10730023,33.55305600000004,-86.81499999999984,28.48314606741573,26.293685617977538,34.75136425716736,28.405629403099354,28.662874637000698,31.62476292134832,89.0,292.0,DJF
10730023,33.55305600000004,-86.81499999999984,42.05681818181818,43.39852156818181,42.67589538633268,40.91046503215894,40.70758404894146,43.189853409090915,89.0,292.0,MAM
10730023,33.55305600000005,-86.81499999999983,52.48913043478261,61.079086347826085,53.67419192114979,52.93601469750294,52.64332715021915,53.043936956521726,89.0,292.0,JJA
10730023,33.55305600000005,-86.81499999999983,37.92307692307692,39.3345539010989,39.93848806095093,36.976036142151784,36.75488254234283,38.822627472527486,89.0,292.0,SON
10730023,33.553056000000154,-86.81499999999946,40.32222222222222,42.66091185277777,42.83549523104853,39.89765161336645,39.78095457825907,41.74503416666666,89.0,292.0,Annual
10730023,33.55305599999998,-86.81500000000014,48.212290502793294,54.366486625698315,49.237380034184405,48.04495438713324,47.746301302826424,49.005079888268156,89.0,292.0,Apr - Sep
10730023,33.55305599999999,-86.81500000000001,77.5,79.7284855,76.61824037316737,76.69434285812882,76.65538100449551,75.07326,89.0,292.0,top - 10
10731003,33.48555600000005,-86.91499999999998,41.91111111111111,45.25035513333335,42.7693291779677,43.82376567936616,43.86194930336573,42.91632555555556,89.0,291.0,MAM
10731003,33.485556000000045,-86.91499999999998,51.6,60.031746346666644,52.033483837161654,52.33978888341201,52.28758348714057,51.868060000000014,89.0,291.0,JJA
10731003,33.48555600000003,-86.91499999999998,43.847457627118644,47.63682906779662,42.95616312163912,44.589371086787615,44.70090920419467,42.632345762711886,89.0,291.0,SON
10731003,33.48555599999987,-86.91500000000049,45.66517857142857,50.82806184375003,45.920377401700584,46.87676772999699,46.9040082227051,45.83875982142855,89.0,291.0,Annual
10731003,33.48555599999995,-86.91500000000035,47.6219512195122,54.06467001219515,47.78208035132761,48.519244875851605,48.56360823692559,47.68287378048781,89.0,291.0,Apr - Sep
10731003,33.485555999999995,-86.91499999999999,74.0,74.42299120000001,71.47050676819026,71.95924430064785,71.84092377214274,71.86061000000001,89.0,291.0,top - 10
10731005,33.33111099999997,-87.00361100000008,42.69662921348315,43.80463187640449,42.342298104087455,41.85710237868102,41.7644760938255,42.10748764044945,87.0,291.0,MAM
10731005,33.33111099999997,-87.00361100000008,52.76086956521739,60.15109208695652,53.335431024976494,52.31373530207785,51.9081010570818,51.23713586956521,87.0,291.0,JJA
10731005,33.33111099999998,-87.00361100000006,42.79661016949152,47.01612611864406,43.2950500601678,43.41844202163385,43.38009276823373,42.45099830508474,87.0,291.0,SON
10731005,33.33111100000019,-87.00361100000008,46.579166666666666,50.86026729166666,46.79055057963133,46.24930766154237,46.05003809553243,45.69163250000001,87.0,291.0,Annual
10731005,33.331111000000114,-87.00361100000008,48.233333333333334,53.87015568333332,48.66262794130067,47.704480378798415,47.445859278919336,47.30650222222223,87.0,291.0,Apr - Sep
10731005,33.33111100000001,-87.00361099999999,77.8,78.39206390000001,74.25360817654376,75.8059799686488,75.74939032692625,72.66258000000002,87.0,291.0,top - 10
10731009,33.45972200000005,-87.30555600000007,42.82608695652174,44.250864076086955,41.89790843104535,41.716700031281846,41.672211172565234,42.08059456521738,88.0,288.0,MAM
10731009,33.45972200000005,-87.30555600000007,47.69230769230769,55.67904985714285,49.327146184773184,46.62524022557515,45.828264477911105,48.185357142857164,88.0,288.0,JJA
10731009,33.45972200000004,-87.30555599999995,44.8,47.92603447272727,41.76207559980323,42.258243102589006,42.31610937223414,42.05076000000002,88.0,288.0,SON
10731009,33.45972199999983,-87.30555599999963,45.142857142857146,49.469768605042056,44.70710939688955,43.71864131952801,43.410090381675595,44.407873949579844,88.0,288.0,Annual
10731009,33.45972199999991,-87.30555599999973,45.78089887640449,51.75647360112362,46.34235498575974,44.75050493598729,44.31919661121889,45.764562359550574,88.0,288.0,Apr - Sep
10731009,33.459722,-87.30555600000001,71.8,72.4196487,67.0574817802187,67.04613855358079,67.0684341552213,67.51863,88.0,288.0,top - 10
10731010,33.545278000000046,-86.54916700000007,43.25,46.572043670454555,43.918759051993575,43.92383461001804,43.88155096658236,44.130002272727275,90.0,294.0,MAM
10731010,33.545278000000046,-86.54916700000007,52.604395604395606,62.220036780219765,51.76761001514463,53.008738890891614,53.10647485118546,52.37317692307693,90.0,294.0,JJA
10731010,33.54527800000004,-86.54916700000004,42.827586206896555,47.69241196551723,42.49754259316083,42.88416418950175,42.83715143498314,42.99951896551726,90.0,294.0,SON
10731010,33.545277999999826,-86.54916699999993,46.73839662447257,52.854527780590715,46.584644634417394,47.15769707908792,47.1680189018825,47.0184447257384,90.0,294.0,Annual
10731010,33.545277999999904,-86.54916699999968,48.74576271186441,56.3919513502825,48.56018949813731,49.26428653107175,49.308475607997444,48.966064971751415,90.0,294.0,Apr - Sep
10731010,33.545278,-86.549167,76.6,74.85831329999999,68.25391877483028,71.15883148443257,70.79924562231147,68.68181999999999,90.0,294.0,top - 10
10732006,33.38638899999993,-86.81666700000004,42.75,44.86497467391304,42.55895611029006,42.73901291245806,42.73004842576595,42.50906304347825,88.0,292.0,MAM
10732006,33.38638899999993,-86.81666700000004,56.73913043478261,63.532339543478244,53.0608062650695,54.78936985365631,54.97462662773202,52.83463695652176,88.0,292.0,JJA
10732006,33.386389,-86.81666700000004,44.64912280701754,47.02456822807017,43.46565797815532,43.56172303009351,43.536939809071086,42.799287719298235,88.0,292.0,SON
10732006,33.386389000000065,-86.8166669999995,48.53941908713693,52.501880900414946,46.7824093082487,47.53373206306165,47.59516877194548,46.5194182572614,88.0,292.0,Annual
10732006,33.386389,-86.81666699999961,51.005524861878456,56.35352472375693,48.729492319075575,49.786537912230436,49.89746588241418,48.546256906077325,88.0,292.0,Apr - Sep
10732006,33.386389,-86.81666700000001,80.6,81.79188459999999,73.90590380748296,77.52205543404992,77.62472103744135,73.76890999999999,88.0,292.0,top - 10
10735002,33.704721999999954,-86.669167,45.04545454545455,48.05949598863636,44.247626415854576,45.860949793881,45.92455299377778,44.81401704545454,91.0,293.0,MAM
10735002,33.704721999999954,-86.669167,49.97826086956522,59.64333774999999,52.535488683232295,51.28883948894704,51.13785549823696,52.25697934782609,91.0,293.0,JJA
10735002,33.70472199999996,-86.669167,42.05084745762712,48.12482698305084,43.11446631213838,44.05761435385681,44.134312464977114,43.49519152542373,91.0,293.0,SON
10735002,33.704722000000174,-86.669167,46.20502092050209,52.53467578242676,47.15819914589432,47.505171806369084,47.48940504068575,47.35352259414226,91.0,293.0,Annual
10735002,33.704722000000096,-86.669167,48.00558659217877,55.51419721229051,49.199226732318515,49.08876156764004,49.07089171765263,49.24549106145251,91.0,293.0,Apr - Sep
10735002,33.704722,-86.669167,73.8,76.35675339999999,71.50872006678978,71.92900230684788,71.92968976918988,71.76266000000001,91.0,293.0,top - 10
10735003,33.80166700000004,-86.9425000000001,46.11363636363637,46.70161794318181,43.458268266993585,44.344621310413984,44.342196685774255,43.92219204545452,92.0,291.0,MAM
10735003,33.801667000000045,-86.9425000000001,52.32608695652174,57.155627586956506,51.21971293872862,48.73719559970801,48.09513072426222,50.18588695652177,92.0,291.0,JJA
10735003,33.801666999999966,-86.94250000000008,45.33898305084746,47.42138867796612,42.41175054628509,43.04586648725434,43.02490769333478,42.93732372881355,92.0,291.0,SON
10735003,33.8016669999999,-86.94249999999994,48.31380753138075,50.90343953556485,46.187591966900804,45.71487361187267,45.46165225475737,46.090194979079484,92.0,291.0,Annual
10735003,33.801666999999966,-86.94249999999967,50.07821229050279,53.45999343575421,48.04236463901355,46.902214852460304,46.579702918220804,47.61841787709494,92.0,291.0,Apr - Sep
10735003,33.801667,-86.9425,73.6,71.2450025,69.37367481682983,68.28231948673294,67.6645314243913,69.604,92.0,291.0,top - 10
10736002,33.57833299999996,-86.77388900000004,43.79120879120879,46.1447657912088,43.17474598645447,44.32148871720924,44.34846963137208,43.66374065934064,90.0,292.0,MAM
10736002,33.57833299999996,-86.77388900000004,53.08695652173913,62.103437565217384,52.20629592863519,53.4453111219084,53.61837362758671,52.75808695652174,90.0,292.0,JJA
10736002,33.57833299999998,-86.77388900000004,42.69491525423729,46.650600355932205,42.29320667922111,43.3638893292726,43.35888651987619,42.70997457627119,90.0,292.0,SON
10736002,33.578333000000164,-86.77388900000004,47.05785123966942,52.33502216528926,46.39330704246214,47.556584987226,47.631303367212894,46.888565702479355,90.0,292.0,Annual
10736002,33.57833300000009,-86.77388900000004,49.07103825136612,55.88146453005466,48.304633323508334,49.57928924465881,49.69949935753262,48.76512404371586,90.0,292.0,Apr - Sep
10736002,33.57833299999999,-86.77388900000001,80.1,80.5085039,75.27207396152022,78.08498475474578,77.92322820040064,74.47162,90.0,292.0,top - 10
10890014,34.68766999999995,-86.58637,46.206896551724135,43.59796516091956,43.821862093937256,42.96568203913842,42.943708826786654,44.380706896551715,100.0,292.0,MAM
10890014,34.68766999999994,-86.58637,53.75824175824176,59.361911978021965,50.336290116453924,52.02580301386257,52.16471517013159,50.16266593406593,100.0,292.0,JJA
10890014,34.68767000000001,-86.58637,44.14754098360656,42.869871655737704,42.20045046515696,40.292291341778416,40.03342405986211,41.95543442622952,100.0,292.0,SON
10890014,34.687670000000075,-86.58637000000053,48.55648535564853,49.4143059832636,45.88841791273814,45.733021688347385,45.71184358185776,45.963203347280334,100.0,292.0,Annual
10890014,34.68767000000002,-86.58637000000041,50.7909604519774,53.15256540677963,47.52589216884436,48.16639454548789,48.17472751966818,47.5151485875706,100.0,292.0,Apr - Sep
10890014,34.687670000000004,-86.58637,71.5,69.6025769,63.98365497789327,69.17827037362099,69.19864795466434,63.64832,100.0,292.0,top - 10
10890022,34.772727000000025,-86.75617400000007,49.81666666666667,59.38114838333332,52.55225379932593,51.90880421898752,51.63017172095494,52.30674166666668,101.0,291.0,JJA
10890022,34.772727000000025,-86.75617400000007,42.08196721311475,45.20766572131147,43.99992797819052,45.983874761284106,45.91943827244421,43.698027868852456,101.0,291.0,SON
10890022,34.77272700000001,-86.75617400000009,45.917355371900825,52.235838942148746,48.2407506994147,48.9218563105585,48.751206924598286,47.96681157024795,101.0,291.0,Annual
10890022,34.772727000000025,-86.75617400000009,47.72222222222222,55.67533569999998,50.21413559002236,50.360545892734336,50.17913842032615,49.8048688888889,101.0,291.0,Apr - Sep
10890022,34.77272700000001,-86.756174,65.2,68.9298359,66.8030800273727,67.30936776210675,67.01526593956319,66.63660000000002,101.0,291.0,top - 10
10970003,30.769941000000014,-88.08752600000007,43.21739130434783,43.2004895652174,43.55634096563641,44.85603579481802,44.79530516756237,42.894069565217386,63.0,285.0,MAM
10970003,30.769941000000014,-88.08752600000007,46.69230769230769,56.8904561098901,46.88300444013315,49.23046330257666,49.236624845080186,44.10932857142857,63.0,285.0,JJA
10970003,30.769941000000014,-88.08752599999998,42.295081967213115,46.49785640983605,44.822146245594006,44.274077269190144,44.0378526430487,42.336393442622935,63.0,285.0,SON
10970003,30.769940999999807,-88.08752599999963,44.282786885245905,49.13051552049181,45.11347415521268,46.341992488025916,46.26233585059012,43.207882377049195,63.0,285.0,Annual
10970003,30.769940999999893,-88.08752599999971,44.824175824175825,51.26950639560444,45.14739102914504,47.05328483511823,46.9882396434557,43.23583516483517,63.0,285.0,Apr - Sep
10970003,30.769941,-88.08752600000001,69.2,68.51793610000001,67.24804175505633,66.52652039840697,65.99302053896722,63.78565,63.0,285.0,top - 10
10972005,30.47467400000004,-88.14113999999991,42.97802197802198,42.51029530769232,43.602983457155155,44.441894843130726,44.33411455872742,44.57390659340661,60.0,285.0,MAM
10972005,30.47467400000004,-88.14113999999991,46.95505617977528,57.41025844943821,48.11755207947023,50.82057779279365,51.01820280282906,49.11250449438201,60.0,285.0,JJA
10972005,30.474674000000036,-88.14114,44.73770491803279,49.35625008196723,44.45753374372648,47.61833008612137,47.79708828644483,45.74836229508197,60.0,285.0,SON
10972005,30.474674000000046,-88.1411399999998,44.892116182572614,49.745564854771786,45.486486257432745,47.601502031273576,47.67903261314986,46.547255186721976,60.0,285.0,Annual
10972005,30.474674000000046,-88.14113999999981,44.78212290502793,51.48656500558659,45.850675130524166,48.103003768442704,48.22950103951671,46.9853916201117,60.0,285.0,Apr - Sep
10972005,30.474674,-88.14113999999998,71.4,72.6079699,68.56381879698026,74.82317898011652,74.83510008436863,69.2344,60.0,285.0,top - 10
11011002,32.40711999999998,-86.25636699999997,43.62222222222222,44.11278277777777,44.17991628974632,43.06718076621462,43.0333276225904,43.36731222222223,79.0,297.0,MAM
11011002,32.40711999999998,-86.25636699999997,50.88505747126437,58.79013262068965,48.32526734486567,49.63419974912387,49.72676880042042,48.23358505747127,79.0,297.0,JJA
11011002,32.40712000000003,-86.25636699999997,42.9344262295082,45.638875721311464,42.23906951311044,41.31460974325691,41.130818908676375,41.74687377049181,79.0,297.0,SON
11011002,32.4071199999999,-86.25636700000034,46.10084033613445,49.86917397899158,45.1977897705051,45.01854135072174,44.992471954197356,44.730837394958,79.0,297.0,Annual
11011002,32.407119999999914,-86.25636699999997,47.668539325842694,52.754902926966324,45.970143446959526,46.3063282242159,46.29093230429336,45.66474101123597,79.0,297.0,Apr - Sep
11011002,32.407120000000006,-86.25636699999998,69.5,69.3524506,64.34656736422076,67.15656521502808,67.0191884040123,64.03844000000001,79.0,297.0,top - 10
11030011,34.51873500000007,-86.97693900000007,43.644444444444446,44.14299848888888,45.432028972763796,44.87530348081067,44.65574429447523,45.42503666666668,98.0,290.0,MAM
11030011,34.51873500000007,-86.97693900000007,51.52272727272727,57.26684581818181,51.755763069050836,50.81833990781684,50.336751711002314,51.51650340909091,98.0,290.0,JJA
11030011,34.518735000000056,-86.97693900000006,43.26229508196721,43.616600475409825,42.845949499332306,41.85997768889633,41.6808404922172,43.065521311475386,98.0,290.0,SON
11030011,34.518734999999864,-86.9769390000001,46.44769874476987,48.840857426778214,47.100387770227975,46.293932486123516,45.98821090835242,47.06570041841005,98.0,290.0,Annual
11030011,34.518734999999936,-86.9769390000001,48.07344632768361,51.82042953672317,48.98347776757304,47.99727958635202,47.64285471907172,48.7274802259887,98.0,290.0,Apr - Sep
11030011,34.518735,-86.976939,69.6,64.66448600000001,63.929333524268955,67.22963134781125,67.11137610586701,65.10812,98.0,290.0,top - 10
11130002,32.46797100000003,-85.0838409999999,44.45652173913044,45.09994682608698,45.325011887002745,44.1893988580502,44.162225652803116,45.102991304347825,81.0,306.0,MAM
11130002,32.46797100000003,-85.08384099999991,49.60674157303371,55.08180896629213,49.775306847369535,48.089289474672746,47.502781735376914,49.4615808988764,81.0,306.0,JJA
11130002,32.46797100000002,-85.08384100000006,43.0188679245283,45.28979041509435,42.264903201006895,42.169665580543814,42.11184327799867,42.44140377358491,81.0,306.0,SON
11130002,32.46797100000003,-85.08384099999977,46.08974358974359,48.93946580341876,46.32454390031411,45.215229632287674,44.968376189061374,46.15790726495726,81.0,306.0,Annual
11130002,32.46797100000003,-85.0838409999998,47.604651162790695,51.141181499999995,48.05278547541762,46.492952391903536,46.15884434219377,47.686087209302315,81.0,306.0,Apr - Sep
11130002,32.46797099999999,-85.083841,67.3,67.9230816,63.93852725028641,66.13896811116153,65.99506325399902,64.54056,81.0,306.0,top - 10
11170004,33.31694400000002,-86.82499999999987,42.7032967032967,44.54993732967032,42.841326277758974,42.641916096493475,42.58759175776458,42.7247043956044,87.0,292.0,MAM
11170004,33.31694400000003,-86.82499999999987,53.41304347826087,62.515845858695634,55.08106857420919,55.613842269407535,55.42827642129647,53.807452173913035,87.0,292.0,JJA
11170004,33.31694399999997,-86.82499999999992,42.69491525423729,46.70214876271186,43.506957022731534,43.36454864042497,43.28772691800844,42.778835593220336,87.0,292.0,SON
11170004,33.3169440000001,-86.8250000000004,46.77272727272727,51.90466484710743,47.65673332415072,47.74957117087384,47.63986846643943,46.95117768595042,87.0,292.0,Annual
11170004,33.316944000000085,-86.82500000000029,48.442622950819676,55.34711631693989,49.71292072026436,49.88526369699909,49.74309824929459,48.927706010928965,87.0,292.0,Apr - Sep
11170004,33.31694399999999,-86.82500000000002,76.7,79.50363430000002,76.58018827770773,78.94964887094429,78.87789477719154,74.91904000000001,87.0,292.0,top - 10
11190002,32.36400999999998,-88.201865,40.611111111111114,42.37944083333332,41.053702559222906,40.09191014999615,39.89932974953671,40.910477777777785,77.0,282.0,MAM
11190002,32.364009999999936,-88.201865,40.16304347826087,50.48503569565219,43.32834150469451,40.96986930207434,40.12012110415033,42.862053260869565,77.0,282.0,JJA
11190002,32.36401,-88.201865,38.806451612903224,46.674789548387096,39.10643516562997,38.23374008064399,37.93976697216023,38.55526774193548,77.0,282.0,SON
11190002,32.36401000000001,-88.20186499999951,40.11282051282051,46.88646923076924,41.8172999632332,40.210725379951406,39.69197774197662,41.456803076923094,77.0,282.0,Annual
11190002,32.36400999999997,-88.20186499999959,39.65868263473054,47.50181833532934,41.875870751067644,39.99235342078794,39.39834630533829,41.48851197604791,77.0,282.0,Apr - Sep
11190002,32.36401,-88.201865,62.5,63.3333266,59.2954446555266,59.405091795106806,58.99006948118855,60.09069999999999,77.0,282.0,top - 10
11250010,33.08959999999994,-87.45973099999993,37.522222222222226,42.9869608222222,42.68330582815637,41.762936520759105,41.74657098418563,42.37888555555557,85.0,287.0,MAM
11250010,33.08959999999994,-87.45973099999993,39.880434782608695,57.05621851086954,49.068254209570945,49.04039401809779,49.04675920633023,47.96181086956522,85.0,287.0,JJA
11250010,33.08960000000001,-87.45973099999995,32.96296296296296,47.209948277777784,44.92667007334425,44.24064289426725,44.13419749659785,44.6363111111111,85.0,287.0,SON
11250010,33.08960000000007,-87.4597310000001,37.398305084745765,49.43786349152543,45.68566566006434,45.16684429162608,45.138728391421054,45.07180974576271,85.0,287.0,Annual
11250010,33.089600000000004,-87.45973100000036,38.247191011235955,52.05612280337078,46.51455126329463,46.17071191771104,46.139923710297595,45.7660404494382,85.0,287.0,Apr - Sep
11250010,33.089600000000004,-87.45973100000002,59.3,70.8024475,68.61434781978491,68.7986747003598,68.63686524720943,67.92751,85.0,287.0,top - 10
40038001,32.11694400000002,-109.46694399999986,45.883116883116884,37.75662633766234,40.048752769550674,41.42126787350714,41.32367729160151,41.253171428571434,78.0,116.0,DJF
40038001,32.116944,-109.46694399999984,57.505494505494504,44.43605263736262,53.66958287611557,54.09409593039972,53.89813431251561,52.02398131868132,78.0,116.0,MAM
40038001,32.116944000000004,-109.46694399999986,56.38823529411765,46.43994671764704,53.360013189850605,51.15511690002258,50.886104829585406,50.88427058823529,78.0,116.0,JJA
40038001,32.116944,-109.46694399999984,47.71910112359551,44.819643573033716,43.82344160786586,43.504878419542166,43.44308680510091,43.08872921348314,78.0,116.0,SON
40038001,32.11694399999996,-109.4669439999998,52.06432748538012,43.53007241812865,47.963664997717224,47.75473529756607,47.59768131596774,46.990457309941505,78.0,116.0,Annual
40038001,32.11694400000006,-109.46694399999983,56.66285714285714,46.511106959999985,53.38792457757376,52.14455173291042,51.90458756365019,51.343903999999995,78.0,116.0,Apr - Sep
40038001,32.116944,-109.46694399999998,73.6,55.565633500000004,63.61854759635919,65.22218731408906,64.89201714301494,61.69483,78.0,116.0,top - 10
40051008,35.20611099999998,-111.65277700000003,56.75,45.660448683333335,58.320149911405046,58.158056666369944,58.11319572780054,57.12993666666667,109.0,103.0,MAM
40051008,35.20611099999997,-111.65277699999993,55.24175824175824,50.040469351648355,56.98255807422327,57.456033451063874,57.15103820558284,55.6272021978022,109.0,103.0,JJA
40051008,35.20611099999998,-111.65277700000003,45.8,47.21372133333333,47.776750134818684,47.76326178036974,47.67863947934005,47.01430833333333,109.0,103.0,SON
40051008,35.20611100000017,-111.65277699999959,52.985781990521325,47.991151241706156,54.74515065179023,54.899422515882414,54.731064403490414,53.60535592417064,109.0,103.0,Annual
40051008,35.20611100000013,-111.65277699999963,54.68333333333333,48.469083499999996,56.51808707053136,56.60075396143597,56.42197926885597,55.178026666666675,109.0,103.0,Apr - Sep
40051008,35.20611100000001,-111.65277699999999,69.3,55.82586289999999,68.07564363949447,68.92245567833974,68.69102091804255,68.15107,109.0,103.0,top - 10
40058001,36.07166700000001,-112.15305600000009,45.75714285714286,37.99764565714286,40.78754922063069,41.949543564156514,41.72055366803787,41.27282000000001,118.0,101.0,DJF
40058001,36.07166700000004,-112.15305599999994,56.53409090909091,43.65936562500001,54.03986255007057,53.46532465797455,53.46365831353903,52.908484090909106,118.0,101.0,MAM
40058001,36.07166700000005,-112.15305599999992,57.022222222222226,49.0305219111111,54.286835204751405,52.75584440285624,52.49958071066971,52.44137444444444,118.0,101.0,JJA
40058001,36.07166700000004,-112.15305599999994,46.19101123595506,42.9399442247191,43.89674696749987,42.711234788419326,42.53522457295184,43.12889550561796,118.0,101.0,SON
40058001,36.071667000000126,-112.15305599999988,51.69436201780415,43.727778572700274,48.67436794773137,48.0437463258727,47.88082474571836,47.78409317507419,118.0,101.0,Annual
40058001,36.0716670000001,-112.15305599999957,56.41477272727273,47.431211863636356,53.99583204107141,52.407912375112,52.292789164961555,52.19046931818181,118.0,101.0,Apr - Sep
40058001,36.071667,-112.15305600000002,73.6,50.89443580000001,64.56062863041659,64.36278586929055,64.44473428791062,62.556129999999996,118.0,101.0,top - 10
40070010,33.654700000000034,-111.10739999999993,60.03333333333333,46.60469303333334,58.38260660458454,57.58851638369488,57.661962284155614,57.803265,94.0,105.0,MAM
40070010,33.65470000000004,-111.10740000000004,59.372093023255815,50.46142609302326,58.54145527601696,57.052450772660606,56.99047540561787,57.840691860465114,94.0,105.0,JJA
40070010,33.654700000000034,-111.10739999999993,49.828125,46.51115754687499,49.51496571996041,46.25219531922549,46.170210544537056,47.662868750000015,94.0,105.0,SON
